idRacine,Racine,E1,E2,E3,E5,E6,NBLettre
754,كلم,ك,ل,م,,,3
755,كلي,ك,ل,ي,,,3
756,كم,ك,م,,,,2
757,كمأ,ك,م,أ,,,3
758,كمه,ك,م,ه,,,3
759,كمل,ك,م,ل,,,3
760,كمم,ك,م,م,,,3
761,كند,ك,ن,د,,,3
762,كنن,ك,ن,ن,,,3
763,كنس,ك,ن,س,,,3
764,كنز,ك,ن,ز,,,3
765,كرب,ك,ر,ب,,,3
766,كره,ك,ر,ه,,,3
767,كرم,ك,ر,م,,,3
768,كرر,ك,ر,ر,,,3
769,كرس,ك,ر,س,,,3
770,كشف,ك,ش,ف,,,3
771,كشط,ك,ش,ط,,,3
772,كسب,ك,س,ب,,,3
773,كسد,ك,س,د,,,3
774,كسف,ك,س,ف,,,3
775,كسل,ك,س,ل,,,3
776,كسو,ك,س,و,,,3
777,كتب,ك,ت,ب,,,3
778,كتم,ك,ت,م,,,3
779,كثب,ك,ث,ب,,,3
780,كثر,ك,ث,ر,,,3
781,كذب,ك,ذ,ب,,,3
782,كوب,ك,و,ب,,,3
783,كود,ك,و,د,,,3
784,كوكب,ك,و,ك,,,4
785,كون,ك,و,ن,,,3
786,كور,ك,و,ر,,,3
787,كوي,ك,و,ي,,,3
788,كي,ك,ي,,,,2
789,كيد,ك,ي,د,,,3
790,كيف,ك,ي,ف,,,3
791,كيل,ك,ي,ل,,,3
792,كين,ك,ي,ن,,,3
793,كظم,ك,ظ,م,,,3
794,خبأ,خ,ب,أ,,,3
795,خبل,خ,ب,ل,,,3
796,خبر,خ,ب,ر,,,3
797,خبت,خ,ب,ت,,,3
798,خبط,خ,ب,ط,,,3
799,خبث,خ,ب,ث,,,3
800,خبو,خ,ب,و,,,3
801,خبز,خ,ب,ز,,,3
802,خضع,خ,ض,ع,,,3
803,خضد,خ,ض,د,,,3
804,خضر,خ,ض,ر,,,3
805,خدع,خ,د,ع,,,3
806,خدد,خ,د,د,,,3
807,خدن,خ,د,ن,,,3
808,خفض,خ,ف,ض,,,3
809,خفف,خ,ف,ف,,,3
810,خفت,خ,ف,ت,,,3
811,خفي,خ,ف,ي,,,3
812,خلع,خ,ل,ع,,,3
813,خلد,خ,ل,د,,,3
814,خلف,خ,ل,ف,,,3
815,خلل,خ,ل,ل,,,3
816,خلق,خ,ل,ق,,,3
817,خلص,خ,ل,ص,,,3
818,خلط,خ,ل,ط,,,3
819,خلو,خ,ل,و,,,3
820,خمد,خ,م,د,,,3
821,خمر,خ,م,ر,,,3
822,خمص,خ,م,ص,,,3
823,خمس,خ,م,س,,,3
824,خمط,خ,م,ط,,,3
825,خنق,خ,ن,ق,,,3
826,خنس,خ,ن,س,,,3
827,خنزر,خ,ن,ز,,,4
828,خرب,خ,ر,ب,,,3
829,خردل,خ,ر,د,,,4
830,خرج,خ,ر,ج,,,3
831,خرق,خ,ر,ق,,,3
832,خرر,خ,ر,ر,,,3
833,خرص,خ,ر,ص,,,3
834,خرطم,خ,ر,ط,,,4
835,خصف,خ,ص,ف,,,3
836,خصم,خ,ص,م,,,3
837,خصص,خ,ص,ص,,,3
838,خشع,خ,ش,ع,,,3
839,خشب,خ,ش,ب,,,3
840,خشي,خ,ش,ي,,,3
841,خسأ,خ,س,أ,,,3
842,خسف,خ,س,ف,,,3
843,خسر,خ,س,ر,,,3
844,ختم,خ,ت,م,,,3
845,ختر,خ,ت,ر,,,3
846,خطأ,خ,ط,أ,,,3
847,خطب,خ,ط,ب,,,3
848,خطف,خ,ط,ف,,,3
849,خطط,خ,ط,ط,,,3
850,خطو,خ,ط,و,,,3
851,خذل,خ,ذ,ل,,,3
852,خوض,خ,و,ض,,,3
853,خوف,خ,و,ف,,,3
854,خول,خ,و,ل,,,3
855,خون,خ,و,ن,,,3
856,خور,خ,و,ر,,,3
857,خوي,خ,و,ي,,,3
858,خيب,خ,ي,ب,,,3
859,خيل,خ,ي,ل,,,3
860,خيم,خ,ي,م,,,3
861,خير,خ,ي,ر,,,3
862,خيط,خ,ي,ط,,,3
863,خزن,خ,ز,ن,,,3
864,خزي,خ,ز,ي,,,3
865,ل,ل,,,,,1
866,لأ,ل,أ,,,,2
867,لألأ,ل,أ,ل,,,4
868,لأن,ل,أ,ن,,,3
869,لعب,ل,ع,ب,,,3
870,لعلل,ل,ع,ل,,,4
871,لعن,ل,ع,ن,,,3
872,لبب,ل,ب,ب,,,3
873,لبد,ل,ب,د,,,3
874,لبن,ل,ب,ن,,,3
875,لبس,ل,ب,س,,,3
876,لبث,ل,ب,ث,,,3
877,لدد,ل,د,د,,,3
878,لدن,ل,د,ن,,,3
879,لدي,ل,د,ي,,,3
880,لفف,ل,ف,ف,,,3
881,لفح,ل,ف,ح,,,3
882,لفت,ل,ف,ت,,,3
883,لفي,ل,ف,ي,,,3
884,لفظ,ل,ف,ظ,,,3
885,لغب,ل,غ,ب,,,3
886,لغو,ل,غ,و,,,3
887,لهب,ل,ه,ب,,,3
888,لهم,ل,ه,م,,,3
889,لهث,ل,ه,ث,,,3
890,لهو,ل,ه,و,,,3
891,لحد,ل,ح,د,,,3
892,لحف,ل,ح,ف,,,3
893,لحم,ل,ح,م,,,3
894,لحن,ل,ح,ن,,,3
895,لحق,ل,ح,ق,,,3
896,لحي,ل,ح,ي,,,3
897,لجأ,ل,ج,أ,,,3
898,لجج,ل,ج,ج,,,3
899,لكن,ل,ك,ن,,,3
900,لم,ل,م,,,,2
901,لمأ,ل,م,أ,,,3
902,لمح,ل,م,ح,,,3
903,لمم,ل,م,م,,,3
904,لممأ,ل,م,م,,,4
905,لمس,ل,م,س,,,3
906,لمز,ل,م,ز,,,3
907,لن,ل,ن,,,,2
908,لقب,ل,ق,ب,,,3
909,لقف,ل,ق,ف,,,3
910,لقح,ل,ق,ح,,,3
911,لقم,ل,ق,م,,,3
912,لقط,ل,ق,ط,,,3
913,لقي,ل,ق,ي,,,3
914,لسن,ل,س,ن,,,3
915,لطف,ل,ط,ف,,,3
916,لذذ,ل,ذ,ذ,,,3
917,لو,ل,و,,,,2
918,لوح,ل,و,ح,,,3
919,لولأ,ل,و,ل,,,4
920,لوم,ل,و,م,,,3
921,لون,ل,و,ن,,,3
922,لوت,ل,و,ت,,,3
923,لوط,ل,و,ط,,,3
924,لوذ,ل,و,ذ,,,3
925,لوي,ل,و,ي,,,3
926,ليل,ل,ي,ل,,,3
927,لين,ل,ي,ن,,,3
928,ليس,ل,ي,س,,,3
929,ليت,ل,ي,ت,,,3
930,لظي,ل,ظ,ي,,,3
931,لزب,ل,ز,ب,,,3
932,لزم,ل,ز,م,,,3
933,مأ,م,أ,,,,2
934,مأل,م,أ,ل,,,3
935,مأذأ,م,أ,ذ,,,4
936,مأي,م,أ,ي,,,3
937,مع,م,ع,,,,2
938,معن,م,ع,ن,,,3
939,معي,م,ع,ي,,,3
940,معز,م,ع,ز,,,3
941,مضغ,م,ض,غ,,,3
942,مضي,م,ض,ي,,,3
943,مدد,م,د,د,,,3
944,مدن,م,د,ن,,,3
945,مدين,م,د,ي,,,4
946,مهد,م,ه,د,,,3
947,مهل,م,ه,ل,,,3
948,مهمأ,م,ه,م,,,4
949,مهن,م,ه,ن,,,3
950,محل,م,ح,ل,,,3
951,محن,م,ح,ن,,,3
952,محق,م,ح,ق,,,3
953,محص,م,ح,ص,,,3
954,محو,م,ح,و,,,3
955,مجد,م,ج,د,,,3
956,مجج,م,ج,ج,,,3
957,مجس,م,ج,س,,,3
958,مكك,م,ك,ك,,,3
959,مكل,م,ك,ل,,,3
960,مكن,م,ك,ن,,,3
961,مكر,م,ك,ر,,,3
962,مكث,م,ك,ث,,,3
963,مكو,م,ك,و,,,3
964,مخض,م,خ,ض,,,3
965,مخر,م,خ,ر,,,3
966,ملأ,م,ل,أ,,,3
967,ملح,م,ل,ح,,,3
968,ملك,م,ل,ك,,,3
969,ملل,م,ل,ل,,,3
970,ملق,م,ل,ق,,,3
971,ملو,م,ل,و,,,3
972,مم,م,م,,,,2
973,ممأ,م,م,أ,,,3
974,من,م,ن,,,,2
975,منأ,م,ن,,أ,,3
976,منع,م,ن,ع,,,3
977,منن,م,ن,ن,,,3
978,مني,م,ن,ي,,,3
979,مقت,م,ق,ت,,,3
980,مرأ,م,ر,أ,,,3
981,مرض,م,ر,ض,,,3
982,مرد,م,ر,د,,,3
983,مرح,م,ر,ح,,,3
984,مرج,م,ر,ج,,,3
985,مرر,م,ر,ر,,,3
986,مرت,م,ر,ت,,,3
987,مرو,م,ر,و,,,3
988,مري,م,ر,ي,,,3
989,مريم,م,ر,ي,,,4
990,مصر,م,ص,ر,,,3
991,مشج,م,ش,ج,,,3
992,مشي,م,ش,ي,,,3
993,مسد,م,س,د,,,3
994,مسح,م,س,ح,,,3
995,مسك,م,س,ك,,,3
996,مسخ,م,س,خ,,,3
997,مسس,م,س,س,,,3
998,مسي,م,س,ي,,,3
999,متع,م,ت,ع,,,3
1000,متن,م,ت,ن,,,3
1001,متي,م,ت,ي,,,3
1002,مطر,م,ط,ر,,,3
1003,مطو,م,ط,و,,,3
1004,مثل,م,ث,ل,,,3
1005,موه,م,و,ه,,,3
1006,موج,م,و,ج,,,3
1007,مول,م,و,ل,,,3
1008,مور,م,و,ر,,,3
1009,موس,م,و,س,,,3
1010,موت,م,و,ت,,,3
1011,ميد,م,ي,د,,,3
1012,ميل,م,ي,ل,,,3
1013,مير,م,ي,ر,,,3
1014,ميز,م,ي,ز,,,3
1015,مزج,م,ز,ج,,,3
1016,مزن,م,ز,ن,,,3
1017,مزق,م,ز,ق,,,3
1018,ن,ن,,,,,1
1019,نأي,ن,أ,ي,,,3
1020,نعج,ن,ع,ج,,,3
1021,نعل,ن,ع,ل,,,3
1022,نعم,ن,ع,م,,,3
1023,نعق,ن,ع,ق,,,3
1024,نعس,ن,ع,س,,,3
1025,نبأ,ن,ب,أ,,,3
1026,نبع,ن,ب,ع,,,3
1027,نبت,ن,ب,ت,,,3
1028,نبط,ن,ب,ط,,,3
1029,نبذ,ن,ب,ذ,,,3
1030,نبز,ن,ب,ز,,,3
1031,نضد,ن,ض,د,,,3
1032,نضج,ن,ض,ج,,,3
1033,نضخ,ن,ض,خ,,,3
1034,نضر,ن,ض,ر,,,3
1035,ندد,ن,د,د,,,3
1036,ندم,ن,د,م,,,3
1037,ندي,ن,د,ي,,,3
1038,نفع,ن,ف,ع,,,3
1039,نفد,ن,ف,د,,,3
1040,نفح,ن,ف,ح,,,3
1041,نفخ,ن,ف,خ,,,3
1042,نفل,ن,ف,ل,,,3
1043,نفق,ن,ف,ق,,,3
1044,نفر,ن,ف,ر,,,3
1045,نفش,ن,ف,ش,,,3
1046,نفس,ن,ف,س,,,3
1047,نفث,ن,ف,ث,,,3
1048,نفذ,ن,ف,ذ,,,3
1049,نفي,ن,ف,ي,,,3
1050,نغض,ن,غ,ض,,,3
1051,نهج,ن,ه,ج,,,3
1052,نهر,ن,ه,ر,,,3
1053,نهي,ن,ه,ي,,,3
1054,نحب,ن,ح,ب,,,3
1055,نحل,ن,ح,ل,,,3
1056,نحن,ن,ح,ن,,,3
1057,نحر,ن,ح,ر,,,3
1058,نحس,ن,ح,س,,,3
1059,نحت,ن,ح,ت,,,3
1060,نجد,ن,ج,د,,,3
1061,نجل,ن,ج,ل,,,3
1062,نجم,ن,ج,م,,,3
1063,نجس,ن,ج,س,,,3
1064,نجو,ن,ج,و,,,3
1065,نكب,ن,ك,ب,,,3
1066,نكد,ن,ك,د,,,3
1067,نكف,ن,ك,ف,,,3
1068,نكح,ن,ك,ح,,,3
1069,نكل,ن,ك,ل,,,3
1070,نكر,ن,ك,ر,,,3
1071,نكص,ن,ك,ص,,,3
1072,نكس,ن,ك,س,,,3
1073,نكث,ن,ك,ث,,,3
1074,نخل,ن,خ,ل,,,3
1075,نخر,ن,خ,ر,,,3
1076,نمل,ن,م,ل,,,3
1077,نمم,ن,م,م,,,3
1078,نمرق,ن,م,ر,,,4
1079,نقع,ن,ق,ع,,,3
1080,نقب,ن,ق,ب,,,3
1081,نقض,ن,ق,ض,,,3
1082,نقم,ن,ق,م,,,3
1083,نقر,ن,ق,ر,,,3
1084,نقص,ن,ق,ص,,,3
1085,نقذ,ن,ق,ذ,,,3
1086,نصب,ن,ص,ب,,,3
1087,نصف,ن,ص,ف,,,3
1088,نصح,ن,ص,ح,,,3
1089,نصر,ن,ص,ر,,,3
1090,نصت,ن,ص,ت,,,3
1091,نصو,ن,ص,و,,,3
1092,نشأ,ن,ش,أ,,,3
1093,نشر,ن,ش,ر,,,3
1094,نشط,ن,ش,ط,,,3
1095,نشز,ن,ش,ز,,,3
1096,نسأ,ن,س,أ,,,3
1097,نسب,ن,س,ب,,,3
1098,نسف,ن,س,ف,,,3
1099,نسك,ن,س,ك,,,3
1100,نسخ,ن,س,خ,,,3
1101,نسل,ن,س,ل,,,3
1102,نسر,ن,س,ر,,,3
1103,نسو,ن,س,و,,,3
1104,نسي,ن,س,ي,,,3
1105,نتق,ن,ت,ق,,,3
1106,نطف,ن,ط,ف,,,3
1107,نطح,ن,ط,ح,,,3
1108,نطق,ن,ط,ق,,,3
1109,نثر,ن,ث,ر,,,3
1110,نذر,ن,ذ,ر,,,3
1111,نوأ,ن,و,أ,,,3
1112,نوب,ن,و,ب,,,3
1113,نوح,ن,و,ح,,,3
1114,نوم,ن,و,م,,,3
1115,نون,ن,و,ن,,,3
1116,نوق,ن,و,ق,,,3
1117,نور,ن,و,ر,,,3
1118,نوص,ن,و,ص,,,3
1119,نوش,ن,و,ش,,,3
1120,نوس,ن,و,س,,,3
1121,نوسأ,ن,و,س,أ,,4
1122,نوي,ن,و,ي,,,3
1123,نيل,ن,ي,ل,,,3
1124,نظر,ن,ظ,ر,,,3
1125,نزع,ن,ز,ع,,,3
1126,نزف,ن,ز,ف,,,3
1127,نزغ,ن,ز,غ,,,3
1128,نزل,ن,ز,ل,,,3
1129,ق,ق,,,,,1
1130,قعد,ق,ع,د,,,3
1131,قعر,ق,ع,ر,,,3
1132,قبض,ق,ب,ض,,,3
1133,قبح,ق,ب,ح,,,3
1134,قبل,ق,ب,ل,,,3
1135,قبر,ق,ب,ر,,,3
1136,قبس,ق,ب,س,,,3
1137,قضب,ق,ض,ب,,,3
1138,قضض,ق,ض,ض,,,3
1139,قضي,ق,ض,ي,,,3
1140,قد,ق,د,,,,2
1141,قدد,ق,د,د,,,3
1142,قدح,ق,د,ح,,,3
1143,قدم,ق,د,م,,,3
1144,قدر,ق,د,ر,,,3
1145,قدس,ق,د,س,,,3
1146,قدو,ق,د,و,,,3
1147,قفل,ق,ف,ل,,,3
1148,قفو,ق,ف,و,,,3
1149,قهر,ق,ه,ر,,,3
1150,قحم,ق,ح,م,,,3
1151,قلع,ق,ل,ع,,,3
1152,قلب,ق,ل,ب,,,3
1153,قلد,ق,ل,د,,,3
1154,قلل,ق,ل,ل,,,3
1155,قلم,ق,ل,م,,,3
1156,قلي,ق,ل,ي,,,3
1157,قمع,ق,م,ع,,,3
1158,قمح,ق,م,ح,,,3
1159,قمل,ق,م,ل,,,3
1160,قمر,ق,م,ر,,,3
1161,قمص,ق,م,ص,,,3
1162,قمطر,ق,م,ط,,,4
1163,قنع,ق,ن,ع,,,3
1164,قنت,ق,ن,ت,,,3
1165,قنط,ق,ن,ط,,,3
1166,قنو,ق,ن,و,,,3
1167,قني,ق,ن,ي,,,3
1168,قرأ,ق,ر,أ,,,3
1169,قرع,ق,ر,ع,,,3
1170,قرب,ق,ر,ب,,,3
1171,قرض,ق,ر,ض,,,3
1172,قرد,ق,ر,د,,,3
1173,قرف,ق,ر,ف,,,3
1174,قرح,ق,ر,ح,,,3
1175,قرن,ق,ر,ن,,,3
1176,قرر,ق,ر,ر,,,3
1177,قرش,ق,ر,ش,,,3
1178,قرطس,ق,ر,ط,,,4
1179,قري,ق,ر,ي,,,3
1180,قصد,ق,ص,د,,,3
1181,قصف,ق,ص,ف,,,3
1182,قصم,ق,ص,م,,,3
1183,قصر,ق,ص,ر,,,3
1184,قصص,ق,ص,ص,,,3
1185,قصو,ق,ص,و,,,3
1186,قشعر,ق,ش,ع,,,4
1187,قسم,ق,س,م,,,3
1188,قسر,ق,س,ر,,,3
1189,قسس,ق,س,س,,,3
1190,قسط,ق,س,ط,,,3
1191,قسطس,ق,س,ط,,,4
1192,قسو,ق,س,و,,,3
1193,قتل,ق,ت,ل,,,3
1194,قتلأ,ق,ت,ل,أ,,4
1195,قتر,ق,ت,ر,,,3
1196,قطع,ق,ط,ع,,,3
1197,قطف,ق,ط,ف,,,3
1198,قطمر,ق,ط,م,,,4
1199,قطر,ق,ط,ر,,,3
1200,قطط,ق,ط,ط,,,3
1201,قثأ,ق,ث,أ,,,3
1202,قذف,ق,ذ,ف,,,3
1203,قوع,ق,و,ع,,,3
1204,قوب,ق,و,ب,,,3
1205,قول,ق,و,ل,,,3
1206,قوم,ق,و,م,,,3
1207,قوس,ق,و,س,,,3
1208,قوت,ق,و,ت,,,3
1209,قوي,ق,و,ي,,,3
1210,قيض,ق,ي,ض,,,3
1211,قيل,ق,ي,ل,,,3
1212,رأف,ر,أ,ف,,,3
1213,رأس,ر,أ,س,,,3
1214,رأي,ر,أ,ي,,,3
1215,رعب,ر,ع,ب,,,3
1216,رعد,ر,ع,د,,,3
1217,رعي,ر,ع,ي,,,3
1218,ربع,ر,ب,ع,,,3
1219,ربب,ر,ب,ب,,,3
1220,ربح,ر,ب,ح,,,3
1221,ربمأ,ر,ب,م,,,4
1222,ربص,ر,ب,ص,,,3
1223,ربط,ر,ب,ط,,,3
1224,ربو,ر,ب,و,,,3
1225,رضع,ر,ض,ع,,,3
1226,رضو,ر,ض,و,,,3
1227,ردأ,ر,د,أ,,,3
1228,ردد,ر,د,د,,,3
1229,ردف,ر,د,ف,,,3
1230,ردم,ر,د,م,,,3
1231,ردي,ر,د,ي,,,3
1232,رفع,ر,ف,ع,,,3
1233,رفد,ر,ف,د,,,3
1234,رفق,ر,ف,ق,,,3
1235,رفرف,ر,ف,ر,,,4
1236,رفت,ر,ف,ت,,,3
1237,رفث,ر,ف,ث,,,3
1238,رغب,ر,غ,ب,,,3
1239,رغد,ر,غ,د,,,3
1240,رغم,ر,غ,م,,,3
1241,رهب,ر,ه,ب,,,3
1242,رهن,ر,ه,ن,,,3
1243,رهق,ر,ه,ق,,,3
1244,رهط,ر,ه,ط,,,3
1245,رهو,ر,ه,و,,,3
1246,رحب,ر,ح,ب,,,3
1247,رحل,ر,ح,ل,,,3
1248,رحم,ر,ح,م,,,3
1249,رحق,ر,ح,ق,,,3
1250,رجع,ر,ج,ع,,,3
1251,رجف,ر,ج,ف,,,3
1252,رجج,ر,ج,ج,,,3
1253,رجل,ر,ج,ل,,,3
1254,رجم,ر,ج,م,,,3
1255,رجس,ر,ج,س,,,3
1256,رجو,ر,ج,و,,,3
1257,رجز,ر,ج,ز,,,3
1258,ركع,ر,ك,ع,,,3
1259,ركب,ر,ك,ب,,,3
1260,ركض,ر,ك,ض,,,3
1261,ركد,ر,ك,د,,,3
1262,ركم,ر,ك,م,,,3
1263,ركن,ر,ك,ن,,,3
1264,ركس,ر,ك,س,,,3
1265,ركز,ر,ك,ز,,,3
1266,رخوخ,ر,خ,و,,,4
1267,رمض,ر,م,ض,,,3
1268,رمد,ر,م,د,,,3
1269,رمح,ر,م,ح,,,3
1270,رمم,ر,م,م,,,3
1271,رمن,ر,م,ن,,,3
1272,رمي,ر,م,ي,,,3
1273,رمز,ر,م,ز,,,3
1274,رقب,ر,ق,ب,,,3
1275,رقد,ر,ق,د,,,3
1276,رقم,ر,ق,م,,,3
1277,رقق,ر,ق,ق,,,3
1278,رقي,ر,ق,ي,,,3
1279,رصد,ر,ص,د,,,3
1280,رصص,ر,ص,ص,,,3
1281,رشد,ر,ش,د,,,3
1282,رسخ,ر,س,خ,,,3
1283,رسل,ر,س,ل,,,3
1284,رسس,ر,س,س,,,3
1285,رسو,ر,س,و,,,3
1286,رتع,ر,ت,ع,,,3
1287,رتل,ر,ت,ل,,,3
1288,رتق,ر,ت,ق,,,3
1289,رطب,ر,ط,ب,,,3
1290,رذل,ر,ذ,ل,,,3
1291,روع,ر,و,ع,,,3
1292,روض,ر,و,ض,,,3
1293,رود,ر,و,د,,,3
1294,روغ,ر,و,غ,,,3
1295,روح,ر,و,ح,,,3
1296,روم,ر,و,م,,,3
1297,ريع,ر,ي,ع,,,3
1298,ريب,ر,ي,ب,,,3
1299,رين,ر,ي,ن,,,3
1300,ريش,ر,ي,ش,,,3
1301,رزق,ر,ز,ق,,,3
1302,ص,ص,,,,,1
1303,صعد,ص,ع,د,,,3
1304,صعق,ص,ع,ق,,,3
1305,صعر,ص,ع,ر,,,3
1306,صبأ,ص,ب,أ,,,3
1307,صبع,ص,ب,ع,,,3
1308,صبب,ص,ب,ب,,,3
1309,صبغ,ص,ب,غ,,,3
1310,صبح,ص,ب,ح,,,3
1311,صبر,ص,ب,ر,,,3
1312,صبو,ص,ب,و,,,3
1313,صبي,ص,ب,ي,,,3
1314,صدع,ص,د,ع,,,3
1315,صدد,ص,د,د,,,3
1316,صدف,ص,د,ف,,,3
1317,صدق,ص,د,ق,,,3
1318,صدر,ص,د,ر,,,3
1319,صدي,ص,د,ي,,,3
1320,صفد,ص,ف,د,,,3
1321,صفف,ص,ف,ف,,,3
1322,صفح,ص,ف,ح,,,3
1323,صفن,ص,ف,ن,,,3
1324,صفر,ص,ف,ر,,,3
1325,صفصف,ص,ف,ص,,,4
1326,صفو,ص,ف,و,,,3
1327,صغر,ص,غ,ر,,,3
1328,صغي,ص,غ,ي,,,3
1329,صهر,ص,ه,ر,,,3
1330,صحب,ص,ح,ب,,,3
1331,صحف,ص,ح,ف,,,3
1332,صكك,ص,ك,ك,,,3
1333,صخخ,ص,خ,خ,,,3
1334,صخر,ص,خ,ر,,,3
1335,صلب,ص,ل,ب,,,3
1336,صلد,ص,ل,د,,,3
1337,صلح,ص,ل,ح,,,3
1338,صلصل,ص,ل,ص,,,4
1339,صلو,ص,ل,و,,,3
1340,صلي,ص,ل,ي,,,3
1341,صمع,ص,م,ع,,,3
1342,صمد,ص,م,د,,,3
1343,صمم,ص,م,م,,,3
1344,صمت,ص,م,ت,,,3
1345,صنع,ص,ن,ع,,,3
1346,صنم,ص,ن,م,,,3
1347,صنو,ص,ن,و,,,3
1348,صرع,ص,ر,ع,,,3
1349,صرف,ص,ر,ف,,,3
1350,صرح,ص,ر,ح,,,3
1351,صرخ,ص,ر,خ,,,3
1352,صرم,ص,ر,م,,,3
1353,صرر,ص,ر,ر,,,3
1354,صرصر,ص,ر,ص,,,4
1355,صرط,ص,ر,ط,,,3
1356,صوع,ص,و,ع,,,3
1357,صوب,ص,و,ب,,,3
1358,صوف,ص,و,ف,,,3
1359,صوم,ص,و,م,,,3
1360,صور,ص,و,ر,,,3
1361,صوت,ص,و,ت,,,3
1362,صيد,ص,ي,د,,,3
1363,صيف,ص,ي,ف,,,3
1364,صيح,ص,ي,ح,,,3
1365,صير,ص,ي,ر,,,3
1366,صيص,ص,ي,ص,,,3
1367,شأم,ش,أ,م,,,3
1368,شأن,ش,أ,ن,,,3
1369,شعب,ش,ع,ب,,,3
1370,شعل,ش,ع,ل,,,3
1371,شعر,ش,ع,ر,,,3
1372,شبه,ش,ب,ه,,,3
1373,شدد,ش,د,د,,,3
1374,شفع,ش,ف,ع,,,3
1375,شفه,ش,ف,ه,,,3
1376,شفق,ش,ف,ق,,,3
1377,شفي,ش,ف,ي,,,3
1378,شغف,ش,غ,ف,,,3
1379,شغل,ش,غ,ل,,,3
1380,شهب,ش,ه,ب,,,3
1381,شهد,ش,ه,د,,,3
1382,شهق,ش,ه,ق,,,3
1383,شهر,ش,ه,ر,,,3
1384,شهو,ش,ه,و,,,3
1385,شحح,ش,ح,ح,,,3
1386,شحم,ش,ح,م,,,3
1387,شحن,ش,ح,ن,,,3
1388,شجر,ش,ج,ر,,,3
1389,شكك,ش,ك,ك,,,3
1390,شكل,ش,ك,ل,,,3
1391,شكر,ش,ك,ر,,,3
1392,شكس,ش,ك,س,,,3
1393,شكو,ش,ك,و,,,3
1394,شخص,ش,خ,ص,,,3
1395,شمخ,ش,م,خ,,,3
1396,شمل,ش,م,ل,,,3
1397,شمس,ش,م,س,,,3
1398,شمت,ش,م,ت,,,3
1399,شمز,ش,م,ز,,,3
1400,شنأ,ش,ن,أ,,,3
1401,شقق,ش,ق,ق,,,3
1402,شقي,ش,ق,ي,,,3
1403,شرع,ش,ر,ع,,,3
1404,شرب,ش,ر,ب,,,3
1405,شرد,ش,ر,د,,,3
1406,شرح,ش,ر,ح,,,3
1407,شرك,ش,ر,ك,,,3
1408,شرق,ش,ر,ق,,,3
1409,شرر,ش,ر,ر,,,3
1410,شرط,ش,ر,ط,,,3
1411,شرذم,ش,ر,ذ,,,4
1412,شري,ش,ر,ي,,,3
1413,شتت,ش,ت,ت,,,3
1414,شتو,ش,ت,و,,,3
1415,شطأ,ش,ط,أ,,,3
1416,شطن,ش,ط,ن,,,3
1417,شطر,ش,ط,ر,,,3
1418,شطط,ش,ط,ط,,,3
1419,شوب,ش,و,ب,,,3
1420,شوك,ش,و,ك,,,3
1421,شور,ش,و,ر,,,3
1422,شوي,ش,و,ي,,,3
1423,شوظ,ش,و,ظ,,,3
1424,شيأ,ش,ي,أ,,,3
1425,شيع,ش,ي,ع,,,3
1426,شيب,ش,ي,ب,,,3
1427,شيد,ش,ي,د,,,3
1428,شيخ,ش,ي,خ,,,3
1429,سأل,س,أ,ل,,,3
1430,سأم,س,أ,م,,,3
1431,سعد,س,ع,د,,,3
1432,سعر,س,ع,ر,,,3
1433,سعي,س,ع,ي,,,3
1434,سبأ,س,ب,أ,,,3
1435,سبع,س,ب,ع,,,3
1436,سبب,س,ب,ب,,,3
1437,سبغ,س,ب,غ,,,3
1438,سبح,س,ب,ح,,,3
1439,سبل,س,ب,ل,,,3
1440,سبق,س,ب,ق,,,3
1441,سبت,س,ب,ت,,,3
1442,سبط,س,ب,ط,,,3
1443,سدد,س,د,د,,,3
1444,سدر,س,د,ر,,,3
1445,سدس,س,د,س,,,3
1446,سدي,س,د,ي,,,3
1447,سفع,س,ف,ع,,,3
1448,سفه,س,ف,ه,,,3
1449,سفح,س,ف,ح,,,3
1450,سفك,س,ف,ك,,,3
1451,سفل,س,ف,ل,,,3
1452,سفن,س,ف,ن,,,3
1453,سفر,س,ف,ر,,,3
1454,سغب,س,غ,ب,,,3
1455,سهل,س,ه,ل,,,3
1456,سهم,س,ه,م,,,3
1457,سهر,س,ه,ر,,,3
1458,سهو,س,ه,و,,,3
1459,سحب,س,ح,ب,,,3
1460,سحل,س,ح,ل,,,3
1461,سحق,س,ح,ق,,,3
1462,سحر,س,ح,ر,,,3
1463,سحت,س,ح,ت,,,3
1464,سجد,س,ج,د,,,3
1465,سجل,س,ج,ل,,,3
1466,سجن,س,ج,ن,,,3
1467,سجر,س,ج,ر,,,3
1468,سجو,س,ج,و,,,3
1469,سكب,س,ك,ب,,,3
1470,سكن,س,ك,ن,,,3
1471,سكر,س,ك,ر,,,3
1472,سكت,س,ك,ت,,,3
1473,سخر,س,خ,ر,,,3
1474,سخط,س,خ,ط,,,3
1475,سلب,س,ل,ب,,,3
1476,سلف,س,ل,ف,,,3
1477,سلح,س,ل,ح,,,3
1478,سلك,س,ل,ك,,,3
1479,سلخ,س,ل,خ,,,3
1480,سلل,س,ل,ل,,,3
1481,سلم,س,ل,م,,,3
1482,سلق,س,ل,ق,,,3
1483,سلسب,س,ل,س,,,4
1484,سلسل,س,ل,س,,,4
1485,سلط,س,ل,ط,,,3
1486,سلو,س,ل,و,,,3
1487,سمع,س,م,ع,,,3
1488,سمد,س,م,د,,,3
