ID_Word,ID_Aya,idSourat,NumAya,idRacine,ArabicWord,englishWord
1567,2:92,2,92,974,مِنْ,from
1568,2:92,2,92,213,بَعْدِهِ,after him
1569,2:92,2,92,56,وَأَنْتُمْ,and you
1570,2:92,2,92,1755,ظَالِمُونَ,(were) wrongdoers.
1571,2:93,2,93,78,وَإِذْ,And when
1572,2:93,2,93,22,أَخَذْنَا,We took
1573,2:93,2,93,1722,مِيثَاقَكُمْ,your covenant
1574,2:93,2,93,1232,وَرَفَعْنَا,and We raised
1575,2:93,2,93,435,فَوْقَكُمُ,over you
1576,2:93,2,93,1598,الطُّورَ,"the mount,"
1577,2:93,2,93,22,خُذُوا,"""Hold"
1578,2:93,2,93,933,مَا,what
1579,2:93,2,93,73,ءَاتَيْنَاكُمْ,"We gave you,"
1580,2:93,2,93,1209,بِقُوَّةٍ,with firmness
1581,2:93,2,93,1487,وَاسْمَعُوا,"and listen."""
1582,2:93,2,93,1205,قَالُوا,"They said,"
1583,2:93,2,93,1487,سَمِعْنَا,"""We heard"
1584,2:93,2,93,166,وَعَصَيْنَا,"and we disobeyed."""
1585,2:93,2,93,1404,وَأُشْرِبُوا,And they were made to drink
1586,2:93,2,93,439,فِي,in
1587,2:93,2,93,1152,قُلُوبِهِمُ,their hearts
1588,2:93,2,93,122,الْعِجْلَ,(love of) the calf
1589,2:93,2,93,742,بِكُفْرِهِمْ,because of their disbelief.
1590,2:93,2,93,1205,قُلْ,"Say,"
1591,2:93,2,93,211,بِئْسَمَا,"""Evil (is) that"
1592,2:93,2,93,43,يَأْمُرُكُمْ,orders you (to do) it
1593,2:93,2,93,208,بِهِ,with
1594,2:93,2,93,42,إِيمَانُكُمْ,"your faith,"
1595,2:93,2,93,47,إِنْ,if
1596,2:93,2,93,785,كُنْتُمْ,you are
1597,2:93,2,93,42,مُؤْمِنِينَ,"believers."""
1598,2:94,2,94,1205,قُلْ,"Say,"
1599,2:94,2,94,47,إِنْ,"""If -"
1600,2:94,2,94,785,كَانَتْ,is
1601,2:94,2,94,865,لَكُمُ,for you
1602,2:94,2,94,370,الدَّارُ,the home
1603,2:94,2,94,21,الْءَاخِرَةُ,(of) the Hereafter
1604,2:94,2,94,141,عِنْدَ,with
1605,2:94,2,94,25,اللَّهِ,Allah
1606,2:94,2,94,817,خَالِصَةً,"exclusively,"
1607,2:94,2,94,974,مِنْ,from
1608,2:94,2,94,369,دُونِ,excluding
1609,2:94,2,94,1120,النَّاسِ,"the mankind,"
1610,2:94,2,94,978,فَتَمَنَّوُا,then wish
1611,2:94,2,94,1010,الْمَوْتَ,"(for) [the] death,"
1612,2:94,2,94,47,إِنْ,if
1613,2:94,2,94,785,كُنْتُمْ,you are
1614,2:94,2,94,1317,صَادِقِينَ,"truthful."""
1615,2:95,2,95,907,وَلَنْ,And never (will)
1616,2:95,2,95,978,يَتَمَنَّوْهُ,"they wish for it,"
1617,2:95,2,95,2,أَبَدًا,"ever,"
1618,2:95,2,95,251,بِمَا,because
1619,2:95,2,95,1143,قَدَّمَتْ,(of what) sent ahead
1620,2:95,2,95,1732,أَيْدِيهِمْ,their hands.
1621,2:95,2,95,25,وَاللَّهُ,And Allah
1622,2:95,2,95,126,عَلِيمٌ,(is) All-Knower
1623,2:95,2,95,1755,بِالظَّالِمِينَ,of the wrongdoers.
1624,2:96,2,96,1677,وَلَتَجِدَنَّهُمْ,And surely you will find them
1625,2:96,2,96,605,أَحْرَصَ,(the) most greedy
1626,2:96,2,96,1120,النَّاسِ,(of) [the] mankind
1627,2:96,2,96,130,عَلَى,for
1628,2:96,2,96,648,حَيَوةٍ,"life,"
1629,2:96,2,96,974,وَمِنَ,and (greedier) than
1630,2:96,2,96,29,الَّذِينَ,those who
1631,2:96,2,96,1407,أَشْرَكُوا,associate[d] partners (with Allah).
1632,2:96,2,96,1661,يَوَدُّ,Loves
1633,2:96,2,96,16,أَحَدُهُمْ,(each) one of them
1634,2:96,2,96,917,لَوْ,if
1635,2:96,2,96,137,يُعَمَّرُ,he could be granted a life
1636,2:96,2,96,24,أَلْفَ,(of) a thousand
1637,2:96,2,96,1500,سَنَةٍ,year(s).
1638,2:96,2,96,933,وَمَا,But not
1639,2:96,2,96,534,هُوَ,it
1640,2:96,2,96,1768,بِمُزَحْزِحِهِ,(will) remove him
1641,2:96,2,96,974,مِنَ,from
1642,2:96,2,96,184,الْعَذَابِ,the punishment
1643,2:96,2,96,47,أَنْ,that
1644,2:96,2,96,137,يُعَمَّرَ,he should be granted life.
1645,2:96,2,96,25,وَاللَّهُ,And Allah
1646,2:96,2,96,272,بَصِيرٌ,(is) All-Seer
1647,2:96,2,96,251,بِمَا,of what
1648,2:96,2,96,133,يَعْمَلُونَ,they do.
1649,2:97,2,97,1205,قُلْ,"Say,"
1650,2:97,2,97,974,مَنْ,"""Whoever"
1651,2:97,2,97,785,كَانَ,is
1652,2:97,2,97,114,عَدُوًّا,an enemy
1653,2:97,2,97,660,لِجِبْرِيلَ,to Jibreel -
1654,2:97,2,97,51,فَإِنَّهُ,then indeed he
1655,2:97,2,97,1128,نَزَّلَهُ,brought it down
1656,2:97,2,97,130,عَلَى,on
1657,2:97,2,97,1152,قَلْبِكَ,your heart
1658,2:97,2,97,80,بِإِذْنِ,by (the) permission
1659,2:97,2,97,25,اللَّهِ,(of) Allah
1660,2:97,2,97,1317,مُصَدِّقًا,confirming
1661,2:97,2,97,901,لِمَا,what
1662,2:97,2,97,297,بَيْنَ,(was)
1663,2:97,2,97,1732,يَدَيْهِ,before it
1664,2:97,2,97,507,وَهُدًى,and a guidance
1665,2:97,2,97,273,وَبُشْرَى,and glad tiding(s)
1666,2:97,2,97,42,لِلْمُؤْمِنِينَ,"for the believers."""
1667,2:98,2,98,974,مَنْ,Whoever
1668,2:98,2,98,785,كَانَ,is
1669,2:98,2,98,114,عَدُوًّا,an enemy
1670,2:98,2,98,25,لِلَّهِ,(to) Allah
1671,2:98,2,98,968,وَمَلَائِكَتِهِ,"and His Angels,"
1672,2:98,2,98,1283,وَرُسُلِهِ,"and His Messengers,"
1673,2:98,2,98,660,وَجِبْرِيلَ,"and Jibreel,"
1674,2:98,2,98,959,وَمِيكَالَ,"and Meekael,"
1675,2:98,2,98,51,فَإِنَّ,then indeed
1676,2:98,2,98,25,اللَّهَ,Allah
1677,2:98,2,98,114,عَدُوٌّ,(is) an enemy
1678,2:98,2,98,742,لِلْكَافِرِينَ,to the believers.
1679,2:99,2,99,1140,وَلَقَدْ,And indeed
1680,2:99,2,99,1128,أَنْزَلْنَا,We revealed
1681,2:99,2,99,36,إِلَيْكَ,to you
1682,2:99,2,99,90,ءَايَاتٍ,Verses
1683,2:99,2,99,297,بَيِّنَاتٍ,"clear,"
1684,2:99,2,99,933,وَمَا,and not
1685,2:99,2,99,742,يَكْفُرُ,disbelieves
1686,2:99,2,99,208,بِهَا,in them
1687,2:99,2,99,27,إِلَّا,except
1688,2:99,2,99,421,الْفَاسِقُونَ,the defiantly disobedient.
1689,2:100,2,100,753,أَوَكُلَّمَا,And is (it not that) whenever
1690,2:100,2,100,118,عَاهَدُوا,they took
1691,2:100,2,100,118,عَهْدًا,"a covenant,"
1692,2:100,2,100,1029,نَبَذَهُ,threw it away
1693,2:100,2,100,408,فَرِيقٌ,a party
1694,2:100,2,100,974,مِنْهُمْ,of them?
1695,2:100,2,100,243,بَلْ,"Nay,"
1696,2:100,2,100,780,أَكْثَرُهُمْ,most of them
1697,2:100,2,100,866,لَا,(do) not
1698,2:100,2,100,42,يُؤْمِنُونَ,believe.
1699,2:101,2,101,904,وَلَمَّا,And when
1700,2:101,2,101,720,جَاءَهُمْ,came to them
1701,2:101,2,101,1283,رَسُولٌ,a Messenger
1702,2:101,2,101,974,مِنْ,(of)
1703,2:101,2,101,141,عِنْدِ,from
1704,2:101,2,101,25,اللَّهِ,Allah
1705,2:101,2,101,1317,مُصَدِّقٌ,confirming
1706,2:101,2,101,901,لِمَا,what
1707,2:101,2,101,937,مَعَهُمْ,"(was) with them,"
1708,2:101,2,101,1029,نَبَذَ,threw
1709,2:101,2,101,408,فَرِيقٌ,a party
1710,2:101,2,101,974,مِنَ,of
1711,2:101,2,101,29,الَّذِينَ,those who
1712,2:101,2,101,73,أُوتُوا,were given
1713,2:101,2,101,777,الْكِتَابَ,the Book
1714,2:101,2,101,777,كِتَابَ,(the) Book
1715,2:101,2,101,25,اللَّهِ,(of) Allah
1716,2:101,2,101,1701,وَرَاءَ,behind
1717,2:101,2,101,1753,ظُهُورِهِمْ,their backs
1718,2:101,2,101,726,كَأَنَّهُمْ,as if they
1719,2:101,2,101,866,لَا,(do) not
1720,2:101,2,101,126,يَعْلَمُونَ,know.
1721,2:102,2,102,1542,وَاتَّبَعُوا,And they followed
1722,2:102,2,102,933,مَا,what
1723,2:102,2,102,1550,تَتْلُوا,recite(d)
1724,2:102,2,102,1416,الشَّيَاطِينُ,the devils
1725,2:102,2,102,130,عَلَى,over
1726,2:102,2,102,968,مُلْكِ,(the) kingdom
1727,2:102,2,102,1481,سُلَيْمَانَ,(of) Sulaiman.
1728,2:102,2,102,933,وَمَا,And not
1729,2:102,2,102,742,كَفَرَ,disbelieved
1730,2:102,2,102,1481,سُلَيْمَانُ,Sulaiman
1731,2:102,2,102,899,وَلَكِنَّ,[and] but
1732,2:102,2,102,1416,الشَّيَاطِينَ,the devils
1733,2:102,2,102,742,كَفَرُوا,"disbelieved,"
1734,2:102,2,102,126,يُعَلِّمُونَ,they teach
1735,2:102,2,102,1120,النَّاسَ,the people
1736,2:102,2,102,1462,السِّحْرَ,[the] magic
1737,2:102,2,102,933,وَمَا,and what
1738,2:102,2,102,1128,أُنْزِلَ,was sent down
1739,2:102,2,102,130,عَلَى,to
1740,2:102,2,102,968,الْمَلَكَيْنِ,the two angels
1741,2:102,2,102,209,بِبَابِلَ,"in Babylon,"
1742,2:102,2,102,530,هَارُوتَ,Harut
1743,2:102,2,102,986,وَمَارُوتَ,and Marut.
1744,2:102,2,102,933,وَمَا,And not
1745,2:102,2,102,126,يُعَلِّمَانِ,they both teach
1746,2:102,2,102,974,مِنْ,any
1747,2:102,2,102,16,أَحَدٍ,one
1748,2:102,2,102,624,حَتَّى,unless
1749,2:102,2,102,1205,يَقُولَا,"they [both] say,"
1750,2:102,2,102,52,إِنَّمَا,"""Only"
1751,2:102,2,102,1056,نَحْنُ,we
1752,2:102,2,102,426,فِتْنَةٌ,"(are) a trial,"
1753,2:102,2,102,866,فَلَا,so (do) not
1754,2:102,2,102,742,تَكْفُرْ,"disbelieve."""
1755,2:102,2,102,126,فَيَتَعَلَّمُونَ,But they learn
1756,2:102,2,102,974,مِنْهُمَا,from those
1757,2:102,2,102,933,مَا,what
1758,2:102,2,102,408,يُفَرِّقُونَ,[they] causes separation
1759,2:102,2,102,208,بِهِ,with it
1760,2:102,2,102,297,بَيْنَ,between
1761,2:102,2,102,980,الْمَرْءِ,t he man
1762,2:102,2,102,1792,وَزَوْجِهِ,and his spouse.
1763,2:102,2,102,933,وَمَا,And not
1764,2:102,2,102,516,هُمْ,they (could)
1765,2:102,2,102,318,بِضَارِّينَ,at all [be those who] harm
1766,2:102,2,102,208,بِهِ,with it
1767,2:102,2,102,974,مِنْ,any
1768,2:102,2,102,16,أَحَدٍ,one
1769,2:102,2,102,27,إِلَّا,except
1770,2:102,2,102,80,بِإِذْنِ,by permission
1771,2:102,2,102,25,اللَّهِ,(of) Allah.
1772,2:102,2,102,126,وَيَتَعَلَّمُونَ,And they learn
1773,2:102,2,102,933,مَا,what
1774,2:102,2,102,318,يَضُرُّهُمْ,harms them
1775,2:102,2,102,866,وَلَا,and not
1776,2:102,2,102,1038,يَنْفَعُهُمْ,profits them.
1777,2:102,2,102,1140,وَلَقَدْ,And indeed
1778,2:102,2,102,126,عَلِمُوا,they knew
1779,2:102,2,102,974,لَمَنِ,that whoever
1780,2:102,2,102,1412,اشْتَرَاهُ,"buys it,"
1781,2:102,2,102,933,مَا,not
1782,2:102,2,102,865,لَهُ,for him
1783,2:102,2,102,439,فِي,in
1784,2:102,2,102,21,الْءَاخِرَةِ,the Hereafter
1785,2:102,2,102,974,مِنْ,any
1786,2:102,2,102,816,خَلَاقٍ,share.
1787,2:102,2,102,211,وَلَبِئْسَ,And surely evil
1788,2:102,2,102,933,مَا,(is) what
1789,2:102,2,102,1412,شَرَوْا,they sold
1790,2:102,2,102,208,بِهِ,with it
1791,2:102,2,102,1046,أَنْفُسَهُمْ,"themselves,"
1792,2:102,2,102,917,لَوْ,if
1793,2:102,2,102,785,كَانُوا,they were
1794,2:102,2,102,126,يَعْلَمُونَ,(to) know.
1795,2:103,2,103,917,وَلَوْ,And if
1796,2:103,2,103,51,أَنَّهُمْ,[that] they
1797,2:103,2,103,42,ءَامَنُوا,(had) believed
1798,2:103,2,103,1697,وَاتَّقَوْا,"and feared (Allah),"
1799,2:103,2,103,1622,لَمَثُوبَةٌ,surely (the) reward
1800,2:103,2,103,974,مِنْ,(of)
1801,2:103,2,103,141,عِنْدِ,from
1802,2:103,2,103,25,اللَّهِ,Allah
1803,2:103,2,103,861,خَيْرٌ,"(would have been) better,"
1804,2:103,2,103,917,لَوْ,if
1805,2:103,2,103,785,كَانُوا,they were
1806,2:103,2,103,126,يَعْلَمُونَ,(to) know.
1807,2:104,2,104,96,يَاأَيُّهَا,O you
1808,2:104,2,104,29,الَّذِينَ,who
1809,2:104,2,104,42,ءَامَنُوا,believe[d]!
1810,2:104,2,104,866,لَا,"""(Do) not"
1811,2:104,2,104,1205,تَقُولُوا,say
1812,2:104,2,104,1217,رَاعِنَا,"""Raina"""
1813,2:104,2,104,1205,وَقُولُوا,and say
1814,2:104,2,104,1124,انْظُرْنَا,"""Unzurna"""
1815,2:104,2,104,1487,وَاسْمَعُوا,and listen.
1816,2:104,2,104,742,وَلِلْكَافِرِينَ,And for the disbelievers
1817,2:104,2,104,184,عَذَابٌ,(is) a punishment
1818,2:104,2,104,30,أَلِيمٌ,painful.
1819,2:105,2,105,933,مَا,(Do) not
1820,2:105,2,105,1661,يَوَدُّ,like
1821,2:105,2,105,29,الَّذِينَ,those who
1822,2:105,2,105,742,كَفَرُوا,disbelieve
1823,2:105,2,105,974,مِنْ,from
1824,2:105,2,105,15,أَهْلِ,(the) People
1825,2:105,2,105,777,الْكِتَابِ,(of) the Book
1826,2:105,2,105,866,وَلَا,and not
1827,2:105,2,105,1407,الْمُشْرِكِينَ,"those who associate partners (with Allah),"
1828,2:105,2,105,47,أَنْ,that
1829,2:105,2,105,1128,يُنَزَّلَ,(there should) be sent down
1830,2:105,2,105,130,عَلَيْكُمْ,to you
1831,2:105,2,105,974,مِنْ,any
1832,2:105,2,105,861,خَيْرٍ,good
1833,2:105,2,105,974,مِنْ,from
1834,2:105,2,105,1219,رَبِّكُمْ,your Lord.
1835,2:105,2,105,25,وَاللَّهُ,And Allah
1836,2:105,2,105,837,يَخْتَصُّ,chooses
1837,2:105,2,105,1248,بِرَحْمَتِهِ,for His Mercy
1838,2:105,2,105,974,مَنْ,whom
1839,2:105,2,105,1424,يَشَاءُ,He wills.
1840,2:105,2,105,25,وَاللَّهُ,And Allah
1841,2:105,2,105,1646,ذُو,(is the) Possessor
1842,2:105,2,105,377,الْفَضْلِ,(of) [the] Bounty
1843,2:105,2,105,201,الْعَظِيمِ,[the] Great.
1844,2:106,2,106,933,مَا,What
1845,2:106,2,106,1100,نَنْسَخْ,We abrogate
1846,2:106,2,106,974,مِنْ,(of)
1847,2:106,2,106,90,ءَايَةٍ,a sign
1848,2:106,2,106,82,أَوْ,or
1849,2:106,2,106,1104,نُنْسِهَا,"[We] cause it to be forgotten,"
1850,2:106,2,106,73,نَأْتِ,We bring
1851,2:106,2,106,861,بِخَيْرٍ,better
1852,2:106,2,106,974,مِنْهَا,than it
1853,2:106,2,106,82,أَوْ,or
1854,2:106,2,106,1004,مِثْلِهَا,similar (to) it.
1855,2:106,2,106,900,أَلَمْ,Do not
1856,2:106,2,106,126,تَعْلَمْ,you know
1857,2:106,2,106,51,أَنَّ,that
1858,2:106,2,106,25,اللَّهَ,Allah
1859,2:106,2,106,130,عَلَى,over
1860,2:106,2,106,753,كُلِّ,every
1861,2:106,2,106,1424,شَيْءٍ,thing
1862,2:106,2,106,1144,قَدِيرٌ,(is) All-Powerful?
1863,2:107,2,107,900,أَلَمْ,Do not
1864,2:107,2,107,126,تَعْلَمْ,you know
1865,2:107,2,107,51,أَنَّ,"that,"
1866,2:107,2,107,25,اللَّهَ,Allah
1867,2:107,2,107,865,لَهُ,for Him
1868,2:107,2,107,968,مُلْكُ,(is the) Kingdom
1869,2:107,2,107,1493,السَّمَاوَاتِ,(of) the heavens
1870,2:107,2,107,61,وَالْأَرْضِ,and the earth?
1871,2:107,2,107,933,وَمَا,And not
1872,2:107,2,107,865,لَكُمْ,(is) for you
1873,2:107,2,107,974,مِنْ,from
1874,2:107,2,107,369,دُونِ,besides
1875,2:107,2,107,25,اللَّهِ,Allah
1876,2:107,2,107,974,مِنْ,any
1877,2:107,2,107,1688,وَلِيٍّ,protector
1878,2:107,2,107,866,وَلَا,and not
1879,2:107,2,107,1089,نَصِيرٍ,any helper.
1880,2:108,2,108,37,أَمْ,Or
1881,2:108,2,108,1293,تُرِيدُونَ,(do) you wish
1882,2:108,2,108,47,أَنْ,that
1883,2:108,2,108,1429,تَسْءَلُوا,you ask
1884,2:108,2,108,1283,رَسُولَكُمْ,your Messenger
1885,2:108,2,108,757,كَمَا,as
1886,2:108,2,108,1429,سُئِلَ,was asked
1887,2:108,2,108,1009,مُوسَى,Musa
1888,2:108,2,108,974,مِنْ,from
1889,2:108,2,108,1134,قَبْلُ,before?
1890,2:108,2,108,974,وَمَنْ,And whoever
1891,2:108,2,108,221,يَتَبَدَّلِ,exchanges
1892,2:108,2,108,742,الْكُفْرَ,[the] disbelief
1893,2:108,2,108,42,بِالْإِيمَانِ,"with [the] faith,"
1894,2:108,2,108,1140,فَقَدْ,so certainly
1895,2:108,2,108,311,ضَلَّ,he went astray (from)
1896,2:108,2,108,1534,سَوَاءَ,(the) evenness
1897,2:108,2,108,1439,السَّبِيلِ,(of) the way.
1898,2:109,2,109,1661,وَدَّ,Wish[ed]
1899,2:109,2,109,780,كَثِيرٌ,many
1900,2:109,2,109,974,مِنْ,from
1901,2:109,2,109,15,أَهْلِ,(the) People
1902,2:109,2,109,777,الْكِتَابِ,(of) the Book
1903,2:109,2,109,917,لَوْ,if
1904,2:109,2,109,1228,يَرُدُّونَكُمْ,they could turn you back
1905,2:109,2,109,974,مِنْ,from
1906,2:109,2,109,213,بَعْدِ,after
1907,2:109,2,109,42,إِيمَانِكُمْ,your (having) faith
1908,2:109,2,109,742,كُفَّارًا,"(to) disbelievers,"
1909,2:109,2,109,618,حَسَدًا,(out of) jealousy
1910,2:109,2,109,974,مِنْ,from
1911,2:109,2,109,141,عِنْدِ,(of)
1912,2:109,2,109,1046,أَنْفُسِهِمْ,"themselves,"
1913,2:109,2,109,974,مِنْ,(even) from
1914,2:109,2,109,213,بَعْدِ,after
1915,2:109,2,109,933,مَا,[what]
1916,2:109,2,109,297,تَبَيَّنَ,became clear
1917,2:109,2,109,865,لَهُمُ,"to them,"
1918,2:109,2,109,595,الْحَقُّ,the truth.
1919,2:109,2,109,117,فَاعْفُوا,So forgive
1920,2:109,2,109,1322,وَاصْفَحُوا,and overlook
1921,2:109,2,109,624,حَتَّى,until
1922,2:109,2,109,73,يَأْتِيَ,brings
1923,2:109,2,109,25,اللَّهُ,Allah
1924,2:109,2,109,43,بِأَمْرِهِ,His Command.
1925,2:109,2,109,51,إِنَّ,"Indeed,"
1926,2:109,2,109,25,اللَّهَ,Allah
1927,2:109,2,109,130,عَلَى,on
1928,2:109,2,109,753,كُلِّ,every
1929,2:109,2,109,1424,شَيْءٍ,thing
1930,2:109,2,109,1144,قَدِيرٌ,(is) All-Powerful.
1931,2:110,2,110,1206,وَأَقِيمُوا,And establish
1932,2:110,2,110,1339,الصَّلَوةَ,the prayer
1933,2:110,2,110,73,وَءَاتُوا,and give
1934,2:110,2,110,1773,الزَّكَوةَ,[the] zakah.
1935,2:110,2,110,933,وَمَا,And whatever
1936,2:110,2,110,1143,تُقَدِّمُوا,you send forth
1937,2:110,2,110,1046,لِأَنْفُسِكُمْ,for yourselves
1938,2:110,2,110,974,مِنْ,of
1939,2:110,2,110,861,خَيْرٍ,"good (deeds),"
1940,2:110,2,110,1677,تَجِدُوهُ,you will find it
1941,2:110,2,110,141,عِنْدَ,with
1942,2:110,2,110,25,اللَّهِ,Allah.
1943,2:110,2,110,51,إِنَّ,"Indeed,"
1944,2:110,2,110,25,اللَّهَ,Allah
1945,2:110,2,110,251,بِمَا,of what
1946,2:110,2,110,133,تَعْمَلُونَ,you do
1947,2:110,2,110,272,بَصِيرٌ,(is) All-Seer.
1948,2:111,2,111,1205,وَقَالُوا,"And they said,"
1949,2:111,2,111,907,لَنْ,"""Never"
1950,2:111,2,111,342,يَدْخُلَ,will enter
1951,2:111,2,111,693,الْجَنَّةَ,the Paradise
1952,2:111,2,111,27,إِلَّا,except
1953,2:111,2,111,974,مَنْ,who
1954,2:111,2,111,785,كَانَ,is
1955,2:111,2,111,535,هُودًا,(a) Jew[s]
1956,2:111,2,111,82,أَوْ,or
1957,2:111,2,111,1089,نَصَارَى,"(a) Christian[s]."""
1958,2:111,2,111,1548,تِلْكَ,That
1959,2:111,2,111,978,أَمَانِيُّهُمْ,(is) their wishful thinking.
1960,2:111,2,111,1205,قُلْ,"Say,"
1961,2:111,2,111,498,هَاتُوا,"""Bring"
1962,2:111,2,111,261,بُرْهَانَكُمْ,your proof
1963,2:111,2,111,47,إِنْ,if
1964,2:111,2,111,785,كُنْتُمْ,you are
1965,2:111,2,111,1317,صَادِقِينَ,"[those who are] truthful."""
1966,2:112,2,112,249,بَلَى,"Yes,"
1967,2:112,2,112,974,مَنْ,whoever
1968,2:112,2,112,1481,أَسْلَمَ,submits
1969,2:112,2,112,1679,وَجْهَهُ,his face
1970,2:112,2,112,25,لِلَّهِ,to Allah
1971,2:112,2,112,534,وَهُوَ,and he
1972,2:112,2,112,620,مُحْسِنٌ,"(is) a good-doer,"
1973,2:112,2,112,865,فَلَهُ,so for him
1974,2:112,2,112,19,أَجْرُهُ,(is) his reward
1975,2:112,2,112,141,عِنْدَ,with
1976,2:112,2,112,1219,رَبِّهِ,his Lord.
1977,2:112,2,112,866,وَلَا,And no
1978,2:112,2,112,853,خَوْفٌ,fear
1979,2:112,2,112,130,عَلَيْهِمْ,(will be) on them
1980,2:112,2,112,866,وَلَا,and not
1981,2:112,2,112,516,هُمْ,they
1982,2:112,2,112,653,يَحْزَنُونَ,(will) grieve.
1983,2:113,2,113,1205,وَقَالَتِ,And said
1984,2:113,2,113,1734,الْيَهُودُ,"the Jews,"
1985,2:113,2,113,928,لَيْسَتِ,"""Not"
1986,2:113,2,113,1089,النَّصَارَى,the Christians
1987,2:113,2,113,130,عَلَى,(are) on
1988,2:113,2,113,1424,شَيْءٍ,"anything,"""
1989,2:113,2,113,1205,وَقَالَتِ,and said
1990,2:113,2,113,1089,النَّصَارَى,"the Christians,"
1991,2:113,2,113,928,لَيْسَتِ,"""Not"
1992,2:113,2,113,1734,الْيَهُودُ,the Jews
1993,2:113,2,113,130,عَلَى,(are) on
1994,2:113,2,113,1424,شَيْءٍ,"anything,"""
1995,2:113,2,113,516,وَهُمْ,although they
1996,2:113,2,113,1550,يَتْلُونَ,recite
1997,2:113,2,113,777,الْكِتَابَ,the Book.
1998,2:113,2,113,1637,كَذَلِكَ,Like that
1999,2:113,2,113,1205,قَالَ,said
2000,2:113,2,113,29,الَّذِينَ,those who
2001,2:113,2,113,866,لَا,(do) not
2002,2:113,2,113,126,يَعْلَمُونَ,"know,"
2003,2:113,2,113,1004,مِثْلَ,similar
2004,2:113,2,113,1205,قَوْلِهِمْ,their saying.
2005,2:113,2,113,25,فَاللَّهُ,[So] Allah
2006,2:113,2,113,572,يَحْكُمُ,will judge
2007,2:113,2,113,297,بَيْنَهُمْ,between them
2008,2:113,2,113,1750,يَوْمَ,(on the) Day
2009,2:113,2,113,1206,الْقِيَامَةِ,(of) Resurrection
2010,2:113,2,113,439,فِيمَا,in what
2011,2:113,2,113,785,كَانُوا,they were
2012,2:113,2,113,439,فِيهِ,[in it]
2013,2:113,2,113,814,يَخْتَلِفُونَ,differing.
2014,2:114,2,114,974,وَمَنْ,And who
2015,2:114,2,114,1755,أَظْلَمُ,(is) more unjust
2016,2:114,2,114,974,مِمَّنْ,than (one) who
2017,2:114,2,114,976,مَنَعَ,prevents
2018,2:114,2,114,1464,مَسَاجِدَ,(the) masajid
2019,2:114,2,114,25,اللَّهِ,(of) Allah
2020,2:114,2,114,47,أَنْ,to
2021,2:114,2,114,1634,يُذْكَرَ,be mentioned
2022,2:114,2,114,439,فِيهَا,in them
2023,2:114,2,114,1493,اسْمُهُ,"His name,"
2024,2:114,2,114,1433,وَسَعَى,and strives
2025,2:114,2,114,439,فِي,for
2026,2:114,2,114,828,خَرَابِهَا,their destruction?
2027,2:114,2,114,87,أُولَئِكَ,Those!
2028,2:114,2,114,933,مَا,Not
2029,2:114,2,114,785,كَانَ,it is
2030,2:114,2,114,865,لَهُمْ,for them
2031,2:114,2,114,47,أَنْ,that
2032,2:114,2,114,342,يَدْخُلُوهَا,they enter them
2033,2:114,2,114,27,إِلَّا,except
2034,2:114,2,114,853,خَائِفِينَ,(like) those in fear.
2035,2:114,2,114,865,لَهُمْ,For them
2036,2:114,2,114,439,فِي,in
2037,2:114,2,114,354,الدُّنْيَا,the world
2038,2:114,2,114,864,خِزْيٌ,(is) disgrace
2039,2:114,2,114,865,وَلَهُمْ,and for them
2040,2:114,2,114,439,فِي,in
2041,2:114,2,114,21,الْءَاخِرَةِ,the Hereafter
2042,2:114,2,114,184,عَذَابٌ,(is) a punishment
2043,2:114,2,114,201,عَظِيمٌ,great.
2044,2:115,2,115,25,وَلِلَّهِ,And for Allah
2045,2:115,2,115,1408,الْمَشْرِقُ,(is) the east
2046,2:115,2,115,469,وَالْمَغْرِبُ,"and the west,"
2047,2:115,2,115,95,فَأَيْنَمَا,so wherever
2048,2:115,2,115,1688,تُوَلُّوا,you turn
2049,2:115,2,115,1613,فَثَمَّ,[so] there
2050,2:115,2,115,1679,وَجْهُ,(is the) face
2051,2:115,2,115,25,اللَّهِ,(of) Allah.
2052,2:115,2,115,51,إِنَّ,"Indeed,"
2053,2:115,2,115,25,اللَّهَ,Allah
2054,2:115,2,115,1708,وَاسِعٌ,"(is) All-Encompassing,"
2055,2:115,2,115,126,عَلِيمٌ,All-Knowing.
2056,2:116,2,116,1205,وَقَالُوا,"And they said,"
2057,2:116,2,116,22,اتَّخَذَ,"""has taken"
2058,2:116,2,116,25,اللَّهُ,Allah
2059,2:116,2,116,1686,وَلَدًا,"a son."""
2060,2:116,2,116,1438,سُبْحَانَهُ,Glory be to Him!
2061,2:116,2,116,243,بَلْ,"Nay,"
2062,2:116,2,116,865,لَهُ,for Him
2063,2:116,2,116,933,مَا,(is) what
2064,2:116,2,116,439,فِي,(is) in
2065,2:116,2,116,1493,السَّمَاوَاتِ,the heavens
2066,2:116,2,116,61,وَالْأَرْضِ,and the earth.
2067,2:116,2,116,753,كُلٌّ,All
2068,2:116,2,116,865,لَهُ,to Him
2069,2:116,2,116,1164,قَانِتُونَ,(are) humbly obedient.
2070,2:117,2,117,220,بَدِيعُ,(The) Originator
2071,2:117,2,117,1493,السَّمَاوَاتِ,(of) the heavens
2072,2:117,2,117,61,وَالْأَرْضِ,and the earth!
2073,2:117,2,117,79,وَإِذَا,And when
2074,2:117,2,117,1139,قَضَى,He decrees
